epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
240,20611.6,1.03389,1.96906,1.4569,1.67179,0,0.86452,0.81371,0.87271,0.70176,0.84113,0.77216,0.81662,0.57031,0.9956,1.58291,1.26503,1.47687,0,0.00026339,0.00026339,0.00026339
241,20698.2,1.02566,1.96073,1.43731,1.65726,0,0.8976,0.79422,0.87256,0.70258,0.85832,0.75887,0.81407,0.56966,1.00007,1.59151,1.27105,1.48454,0,0.0002624,0.0002624,0.0002624
242,20783.3,1.04654,2.01644,1.49088,1.66862,0,0.88908,0.80514,0.87282,0.70252,0.83452,0.77204,0.81294,0.5698,1.00498,1.59105,1.27285,1.48806,0,0.00026141,0.00026141,0.00026141
243,20868.9,1.02776,1.96874,1.47103,1.65687,0,0.89276,0.80814,0.87138,0.70215,0.85608,0.77463,0.81677,0.57256,1.00036,1.57569,1.27294,1.48168,0,0.00026042,0.00026042,0.00026042
244,20956.4,1.0372,1.95044,1.45083,1.6671,0,0.89293,0.80449,0.87148,0.70413,0.85699,0.77518,0.81788,0.57418,0.99233,1.55756,1.27531,1.47374,0,0.00025943,0.00025943,0.00025943
245,21042.5,1.04679,1.94474,1.45082,1.67844,0,0.90342,0.80382,0.8761,0.70679,0.86198,0.76515,0.81414,0.57692,0.99022,1.55662,1.27235,1.46958,0,0.00025844,0.00025844,0.00025844
246,21128.2,1.04353,1.99723,1.48354,1.67049,0,0.90146,0.80571,0.87401,0.70603,0.86573,0.7684,0.81795,0.57498,0.99558,1.56308,1.26708,1.47398,0,0.00025745,0.00025745,0.00025745
247,21214.3,1.03825,1.98984,1.4581,1.68155,0,0.90227,0.80516,0.87457,0.70317,0.86915,0.75703,0.81684,0.57045,1.00403,1.57206,1.27172,1.47961,0,0.00025646,0.00025646,0.00025646
248,21301.1,1.03602,1.98214,1.47863,1.66125,0,0.88936,0.81042,0.87395,0.70037,0.86079,0.75472,0.81412,0.56983,0.99587,1.56008,1.26891,1.46593,0,0.00025547,0.00025547,0.00025547
249,21387,1.02525,1.96128,1.45353,1.65701,0,0.90109,0.79855,0.8724,0.70121,0.87104,0.75405,0.81641,0.56996,0.99007,1.55506,1.27547,1.45825,0,0.00025448,0.00025448,0.00025448
250,21472.8,1.04095,1.94082,1.47403,1.66173,0,0.89582,0.79293,0.87138,0.69982,0.88047,0.75288,0.81642,0.56705,0.99507,1.55922,1.28287,1.46251,0,0.00025349,0.00025349,0.00025349
251,21559.8,1.01527,1.89214,1.46462,1.64574,0,0.89881,0.7915,0.87313,0.70199,0.87014,0.75948,0.82183,0.56823,0.9885,1.55069,1.28241,1.45522,0,0.0002525,0.0002525,0.0002525
252,21645.7,1.02654,1.93434,1.45675,1.65968,0,0.90161,0.79938,0.87493,0.70273,0.8775,0.76241,0.8236,0.57123,0.99064,1.54595,1.27383,1.45766,0,0.00025151,0.00025151,0.00025151
253,21731.8,1.03765,1.9747,1.46735,1.66939,0,0.90668,0.79719,0.87236,0.70175,0.87104,0.76064,0.8177,0.56901,0.99004,1.55247,1.27781,1.45657,0,0.00025052,0.00025052,0.00025052
254,21817.2,1.02441,1.94611,1.4407,1.65089,0,0.90067,0.79574,0.87094,0.70135,0.86084,0.75101,0.80723,0.56631,0.98732,1.55466,1.28119,1.45001,0,0.00024953,0.00024953,0.00024953
255,21904.6,1.02671,2.00899,1.43458,1.66723,0,0.89693,0.79358,0.87021,0.70265,0.86359,0.75447,0.81131,0.56963,0.98814,1.55233,1.27826,1.45081,0,0.00024854,0.00024854,0.00024854
256,21990.9,1.04114,1.94727,1.47609,1.65836,0,0.89582,0.79424,0.8699,0.7032,0.86754,0.75697,0.81575,0.56938,0.98734,1.56508,1.27713,1.45239,0,0.00024755,0.00024755,0.00024755
257,22076.9,1.02226,1.89429,1.45507,1.65539,0,0.88758,0.80312,0.8716,0.70315,0.85485,0.767,0.81495,0.56861,0.98235,1.56219,1.28759,1.44748,0,0.00024656,0.00024656,0.00024656
258,22163.4,1.01047,1.94874,1.47292,1.64949,0,0.89305,0.80251,0.86946,0.70225,0.85891,0.77049,0.81163,0.56761,0.98678,1.56977,1.29342,1.45137,0,0.00024557,0.00024557,0.00024557
259,22249.3,1.01189,1.93214,1.42063,1.65449,0,0.89399,0.80414,0.86741,0.70149,0.85661,0.77107,0.8112,0.56691,0.98497,1.56779,1.29264,1.45147,0,0.00024458,0.00024458,0.00024458
260,22335.3,1.01226,1.90183,1.43295,1.63416,0,0.89467,0.80473,0.86956,0.70144,0.8573,0.77008,0.81346,0.56757,0.98895,1.56551,1.29424,1.45614,0,0.00024359,0.00024359,0.00024359
261,22421.3,0.99507,1.90429,1.40474,1.6532,0,0.89638,0.80244,0.87,0.70059,0.8595,0.77459,0.81741,0.56783,0.98649,1.56807,1.2927,1.45759,0,0.0002426,0.0002426,0.0002426
262,22508.5,1.00781,1.88509,1.40306,1.64375,0,0.89691,0.80481,0.87156,0.69962,0.85562,0.76957,0.81339,0.56715,0.98853,1.56644,1.28641,1.45768,0,0.00024161,0.00024161,0.00024161
263,22593.7,0.9974,1.90027,1.4161,1.63639,0,0.89893,0.80644,0.87261,0.70081,0.85965,0.775,0.81718,0.56917,0.9935,1.56178,1.28305,1.4624,0,0.00024062,0.00024062,0.00024062
264,22679.7,1.01462,1.94178,1.42827,1.65037,0,0.90137,0.80697,0.87198,0.69929,0.86224,0.77274,0.81565,0.56822,0.99577,1.56882,1.28423,1.46417,0,0.00023963,0.00023963,0.00023963
265,22765.3,1.0315,1.92985,1.43945,1.65719,0,0.90615,0.80433,0.874,0.70179,0.8672,0.76948,0.81525,0.57167,0.99555,1.573,1.27404,1.46424,0,0.00023864,0.00023864,0.00023864
266,22853.3,1.02446,1.93193,1.42658,1.65676,0,0.91124,0.80057,0.87566,0.70311,0.86944,0.77101,0.81689,0.57382,0.99451,1.574,1.27811,1.46394,0,0.00023765,0.00023765,0.00023765
267,22939.9,0.9863,1.86803,1.39487,1.63384,0,0.91583,0.79963,0.87729,0.70484,0.87997,0.77035,0.82102,0.5749,0.99523,1.57096,1.27485,1.46273,0,0.00023666,0.00023666,0.00023666
268,23025.9,0.99077,1.89798,1.41361,1.63593,0,0.91384,0.79842,0.87797,0.70452,0.87929,0.76936,0.82288,0.57791,0.99446,1.57052,1.27849,1.46076,0,0.00023567,0.00023567,0.00023567
