epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,24121.7,1.38718,1.50357,1.92976,0.7705,0.85439,0.87558,0.30672,3.23017,1.79674,1.5727,0.000170825,0.000170825,0.000170825
135,24301.6,1.40437,1.52268,1.92594,0.76141,0.83402,0.85801,0.31041,3.21122,1.75248,1.55298,0.00016835,0.00016835,0.00016835
136,24481.5,1.39491,1.49716,1.92528,0.74979,0.84846,0.85233,0.30044,3.21775,1.76709,1.54692,0.000165875,0.000165875,0.000165875
137,24661.6,1.39391,1.49984,1.91596,0.77515,0.82549,0.86306,0.30611,3.21789,1.76791,1.5571,0.0001634,0.0001634,0.0001634
138,24841.4,1.38123,1.50195,1.90557,0.7153,0.83301,0.81538,0.28872,3.21696,1.8722,1.54923,0.000160925,0.000160925,0.000160925
139,25021.8,1.39812,1.49189,1.89858,0.72163,0.84408,0.83245,0.29123,3.24975,1.86991,1.57384,0.00015845,0.00015845,0.00015845
140,25201.9,1.38545,1.49729,1.90907,0.77444,0.85058,0.86574,0.30342,3.22574,1.81441,1.56365,0.000155975,0.000155975,0.000155975
141,25382.1,1.38235,1.48997,1.909,0.6804,0.82964,0.81116,0.29128,3.2027,1.80934,1.52608,0.0001535,0.0001535,0.0001535
142,25562.1,1.37589,1.48571,1.90841,0.78873,0.85439,0.88004,0.31917,3.18787,1.74738,1.51979,0.000151025,0.000151025,0.000151025
143,25742.2,1.37229,1.46573,1.90459,0.76643,0.85107,0.87236,0.31489,3.18437,1.76645,1.53637,0.00014855,0.00014855,0.00014855
144,25921.5,1.38707,1.48404,1.91566,0.76436,0.85183,0.87828,0.30689,3.22827,1.82185,1.56482,0.000146075,0.000146075,0.000146075
145,26102,1.36168,1.4682,1.88217,0.70974,0.8301,0.83493,0.30438,3.20519,1.82694,1.53207,0.0001436,0.0001436,0.0001436
146,26282.4,1.36511,1.45099,1.8826,0.73595,0.82832,0.85031,0.30379,3.19344,1.82253,1.51883,0.000141125,0.000141125,0.000141125
147,26462.5,1.36068,1.44884,1.8858,0.74753,0.84353,0.85312,0.30196,3.21318,1.7802,1.56231,0.00013865,0.00013865,0.00013865
148,26642.7,1.3607,1.45011,1.89754,0.71318,0.84367,0.83411,0.30051,3.19376,1.79664,1.52468,0.000136175,0.000136175,0.000136175
149,26823.1,1.36728,1.45193,1.8838,0.71073,0.82109,0.82365,0.29395,3.21498,1.87156,1.52894,0.0001337,0.0001337,0.0001337
150,27004,1.34525,1.45597,1.90133,0.73222,0.83837,0.85315,0.30218,3.23245,1.83723,1.56082,0.000131225,0.000131225,0.000131225
151,27184.2,1.3752,1.46404,1.88823,0.73855,0.83385,0.84698,0.30134,3.22237,1.82098,1.55759,0.00012875,0.00012875,0.00012875
152,27364.9,1.365,1.42143,1.87961,0.74848,0.81994,0.85568,0.30922,3.18912,1.78686,1.53292,0.000126275,0.000126275,0.000126275
153,27545.8,1.35005,1.44932,1.8868,0.74348,0.84368,0.86041,0.30635,3.2101,1.83676,1.56126,0.0001238,0.0001238,0.0001238
154,27726.5,1.35344,1.42436,1.87168,0.74554,0.84728,0.85073,0.30796,3.16997,1.7851,1.51016,0.000121325,0.000121325,0.000121325
155,27906.9,1.36987,1.43134,1.87893,0.74628,0.83411,0.8382,0.30673,3.17121,1.76741,1.50339,0.00011885,0.00011885,0.00011885
156,28087,1.34407,1.43629,1.90062,0.7278,0.85068,0.84055,0.30648,3.17356,1.77265,1.50602,0.000116375,0.000116375,0.000116375
157,28267.3,1.37261,1.45326,1.88046,0.77252,0.84697,0.86711,0.31618,3.19174,1.74439,1.52226,0.0001139,0.0001139,0.0001139
158,28447.3,1.36562,1.44956,1.87368,0.74429,0.84097,0.85003,0.31065,3.18041,1.76626,1.50987,0.000111425,0.000111425,0.000111425
159,28627.5,1.33291,1.40721,1.87019,0.75492,0.84261,0.85896,0.31197,3.20276,1.78866,1.53601,0.00010895,0.00010895,0.00010895
160,28807.4,1.34197,1.39784,1.8765,0.75946,0.84646,0.86225,0.31247,3.20563,1.81872,1.53972,0.000106475,0.000106475,0.000106475
161,28987.4,1.35184,1.42858,1.86051,0.77259,0.84472,0.86654,0.30583,3.21244,1.79105,1.55926,0.000104,0.000104,0.000104
162,29167.4,1.32047,1.3708,1.86391,0.76477,0.82393,0.85058,0.31073,3.18734,1.78789,1.52228,0.000101525,0.000101525,0.000101525
163,29347.9,1.35252,1.41581,1.86011,0.80096,0.82281,0.86894,0.31579,3.19691,1.78101,1.52037,9.905e-05,9.905e-05,9.905e-05
164,29527.9,1.30453,1.3667,1.86456,0.74963,0.84253,0.85216,0.30314,3.22205,1.80235,1.56777,9.6575e-05,9.6575e-05,9.6575e-05
165,29708.2,1.32657,1.3927,1.85959,0.7532,0.8503,0.85037,0.30708,3.19779,1.77376,1.54014,9.41e-05,9.41e-05,9.41e-05
166,29888,1.31967,1.36891,1.83852,0.75136,0.83968,0.85392,0.30764,3.20593,1.78719,1.55156,9.1625e-05,9.1625e-05,9.1625e-05
167,30068.2,1.33111,1.39205,1.8532,0.77523,0.82427,0.86092,0.31271,3.20731,1.81521,1.53576,8.915e-05,8.915e-05,8.915e-05
168,30247.9,1.32411,1.37564,1.85129,0.75635,0.8231,0.84035,0.30365,3.21235,1.79291,1.55583,8.6675e-05,8.6675e-05,8.6675e-05
169,30428,1.33835,1.39811,1.8461,0.74326,0.84037,0.83888,0.30896,3.17521,1.75062,1.50011,8.42e-05,8.42e-05,8.42e-05
170,30607.7,1.36989,1.39346,1.84355,0.72373,0.86107,0.8456,0.31157,3.18332,1.74847,1.51629,8.1725e-05,8.1725e-05,8.1725e-05
171,30787.6,1.30644,1.35317,1.83215,0.75213,0.84683,0.85381,0.31285,3.19573,1.77093,1.52573,7.925e-05,7.925e-05,7.925e-05
172,30966.7,1.3233,1.36831,1.84044,0.7293,0.83657,0.83513,0.30742,3.19345,1.76358,1.54075,7.6775e-05,7.6775e-05,7.6775e-05
173,31146.7,1.31908,1.37302,1.84711,0.74389,0.8339,0.84166,0.3187,3.16748,1.73386,1.51661,7.43e-05,7.43e-05,7.43e-05
174,31326.9,1.31947,1.36832,1.85488,0.71554,0.85115,0.84025,0.31369,3.16324,1.72668,1.49402,7.1825e-05,7.1825e-05,7.1825e-05
175,31506.7,1.30702,1.36725,1.84334,0.74034,0.84988,0.85096,0.3209,3.1631,1.69913,1.48257,6.935e-05,6.935e-05,6.935e-05
176,31686.9,1.34107,1.37805,1.83421,0.73153,0.85129,0.85142,0.31916,3.15479,1.69901,1.46895,6.6875e-05,6.6875e-05,6.6875e-05
